,llama_random2_accuracy_full.json,mixtral_thematic_top_to_bottom_accuracy_full.json,mixtral_thematic_bottom_to_top_accuracy_full.json,llama_random5_accuracy_full.json,qwen_deepseek_solutions_accuracy_full.json,qwen_random2_accuracy_full.json,qwen_zero_shot_chain_of_thought_accuracy_full.json,mixtral_advanced_accuracy_full.json,mixtral_semantic_random3_accuracy_full.json,qwen_advanced_accuracy_full.json,mixtral_random3_accuracy_full.json,mixtral_semantic_random2_accuracy_full.json,qwen_deepseek_long_types_accuracy_full.json,llama_random4_accuracy_full.json,qwen_semantic_random1_accuracy_full.json,mixtral_semantic_random5_accuracy_full.json,mixtral_semantic_bottom_to_top_accuracy_full.json,llama_thematic_top_to_bottom_accuracy_full.json,llama_advanced_accuracy_full.json,llama_semantic_random5_accuracy_full.json,qwen_random3_accuracy_full.json,mixtral_random5_accuracy_full.json,qwen_thematic_random5_accuracy_full.json,qwen_semantic_random3_accuracy_full.json,mixtral_random2_accuracy_full.json,mixtral_thematic_random1_accuracy_full.json,mixtral_thematic_random3_accuracy_full.json,qwen_thematic_random4_accuracy_full.json,qwen_semantic_random4_accuracy_full.json,qwen_base_accuracy_full.json,mixtral_base_accuracy_full.json,qwen_semantic_random5_accuracy_full.json,llama_deepseek_long_types_accuracy_full.json,qwen_semantic_random2_accuracy_full.json,llama_random3_accuracy_full.json,mixtral_deepseek_long_types_accuracy_full.json,mixtral_zero_shot_chain_of_thought_accuracy_full.json,qwen_random5_accuracy_full.json,mixtral_random1_accuracy_full.json,llama_thematic_random3_accuracy_full.json,llama_thematic_random2_accuracy_full.json,qwen_semantic_bottom_to_top_accuracy_full.json,qwen_thematic_random1_accuracy_full.json,llama_deepseek_solutions_accuracy_full.json,mixtral_thematic_random5_accuracy_full.json,qwen_thematic_bottom_to_top_accuracy_full.json,mixtral_deepseek_short_types_accuracy_full.json,qwen_thematic_random3_accuracy_full.json,llama_base_accuracy_full.json,mixtral_random4_accuracy_full.json,qwen_random1_accuracy_full.json,llama_semantic_random3_accuracy_full.json,mixtral_deepseek_solutions_accuracy_full.json,llama_deepseek_short_types_proper_prompt_accuracy_full.json,llama_thematic_random5_accuracy_full.json,qwen_random4_accuracy_full.json,llama_semantic_random4_accuracy_full.json,qwen_semantic_top_to_bottom_accuracy_full.json,mixtral_semantic_random4_accuracy_full.json,qwen_deepseek_short_types_proper_prompt_accuracy_full.json,llama_semantic_random2_accuracy_full.json,qwen_deepseek_advanced_max_tokens_1024_accuracy_full.json,llama_semantic_bottom_to_top_accuracy_full.json,mixtral_thematic_random4_accuracy_full.json,llama_thematic_bottom_to_top_accuracy_full.json,llama_deepseek_advanced_accuracy_full.json,qwen_thematic_random2_accuracy_full.json,llama_thematic_random4_accuracy_full.json,mixtral_semantic_random1_accuracy_full.json,qwen_thematic_top_to_bottom_accuracy_full.json,llama_semantic_random1_accuracy_full.json,mixtral_semantic_top_to_bottom_accuracy_full.json,mixtral_thematic_random2_accuracy_full.json,llama_zero_shot_chain_of_thought_accuracy_full.json,mixtral_deepseek_advanced_accuracy_full.json,llama_semantic_top_to_bottom_accuracy_full.json,llama_random1_accuracy_full.json,llama_thematic_random1_accuracy_full.json
614,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,0,0.0,1,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.0,0,0,0
615,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
616,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0.0,0,1,0,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0.0,1,1.0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0.0,1,1,1
617,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0,1,1,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0.0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0.0,1,0,1
618,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,1,0,1,0,0,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0.0,1,1,1
619,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0
620,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.0,0,1,0,0,1,0,1,1,0,0.0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1.0,1,1.0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1.0,1,0,0
621,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
622,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0.0,1,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0,0,0
623,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0.0,0,0,0,1,1,0,1,1,0,0.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0.0,1,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,0,0,0
624,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0.0,1,0,1,0,1,0,1,1,1,1.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1.0,1,1.0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,1,1.0,0,1,0
625,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,1,1,0,0.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0
626,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,1.0,0,0,0,1,1,0,1,1,0,0.0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1.0,1,0.0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,0,1.0,0,1,1
627,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.0,0,1,1,1,1,0,1,1,0,0.0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1.0,1,1.0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0.0,1,0,1
628,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0.0,1,0.0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0.0,0,0,0
629,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0.0,0,0,1,0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0.0,0,0.0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0,0,0
630,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0
631,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0.0,1,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0
632,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0.0,0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0,0,0
633,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,0,0,0,0,1,0,1,0,0,0.0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0.0,1,0.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0
634,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1.0,1,0,0,1,1,0,1,1,1,0.0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0.0,1,1.0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1.0,0,0,1
635,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0.0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1.0,0,0,0
636,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0.0,1,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0.0,0,0,0
637,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0.0,1,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0,0,0
638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0
640,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0.0,1,0,1,0,0,0,0,1,1,1.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1.0,0,0,0
641,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0.0,0,1,1,1,1,1,0,1,0,0.0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0.0,1,0.0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1.0,0,1,1
642,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0.0,0,1,1,1,0,0,0,1,0,0.0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0.0,1,0.0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1.0,1,1,1
643,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0.0,0,1,0,1,1,1,1,1,0,0.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0.0,1,0.0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0.0,1,0,0
644,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0.0,0,1,1,1,0,1,0,0,0,0.0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1.0,0,1.0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1.0,1,1,0
645,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0.0,0,1,0,1,1,0,1,1,0,1.0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0.0,1,1.0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,1,0,0
646,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0.0,0,0,0
647,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1.0,1,0,0,0,1,1,1,1,0,0.0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0.0,1,1.0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1.0,0,0,0
648,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0.0,0,1,0,1,0,1,1,1,0,0.0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1.0,0,0.0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0.0,1,0,0
649,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0.0,0,0,0,0,1,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
650,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0.0,0,1,0,0,1,1,1,1,1,1.0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0.0,1,0.0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0.0,1,1,1
651,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0.0,0,0,0,0,0,0,1,1,0,0.0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1.0,1,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0,1,0
652,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0.0,1,1.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0,0,0
653,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0.0,1,0,0,0,0,0,1,1,0,1.0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0,0,0
654,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0.0,0,1,0,1,1,0,1,1,0,0.0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0.0,1,0.0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1.0,1,0,1
655,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0.0,0,0,1,0,0,0,0,1,0,0.0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0.0,1,0.0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,0
656,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0.0,1,0,0,0,1,0,1,0,0,0.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0.0,1,0.0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0.0,0,0,0
657,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0.0,1,1.0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.0,0,0,0
658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1.0,1,1.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0
661,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0.0,1,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0
662,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0.0,0,0,0
663,0,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0.0,0,1,0,0,1,1,1,1,0,0.0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0.0,1,1.0,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1,1,0.0,1,0,0
664,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,0,1,0,0,1,0,1,1,0,0.0,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0.0,1,0.0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0.0,0,0,0
665,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1.0,1,1,1,0,0,0,0,1,1,0.0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0.0,1,1.0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1.0,1,0,1
666,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0.0,1,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0
667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.0,0,0,0
668,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0,0,1,0,1,0,0,0,1,1,1.0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0.0,1,0.0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0.0,1,0,0
669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1
670,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0.0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0
671,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,0,0
672,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,0,0.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0,1.0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0.0,0,0,0
673,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0.0,0,0,0,0,0,0,0,1,0,0.0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.0,1,0.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.0,0,0,0
674,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1.0,0,1,1,1,1,1,1,1,0,0.0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0.0,1,0.0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1.0,1,0,0
675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0
676,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0.0,0,0,0,0,1,0,1,1,0,1.0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0.0,1,0.0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0,0,0
677,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0.0,0,0,1,0,1,0,1,0,0,0.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,0,0
678,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0.0,0,1,0,1,1,0,1,1,0,0.0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0.0,1,0.0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,1,0,0
679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,1,1,0,0.0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0.0,1,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1.0,0,0,0
680,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0.0,0,0,1,0,1,0,1,1,0,0.0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0.0,0,0.0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1.0,0,0,1
681,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0.0,0,0,0,0,0,0,0,1,0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.0,1,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1.0,0,0,0
682,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0.0,0,1,0,1,1,0,1,1,0,0.0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0.0,1,0.0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0.0,1,0,0
683,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0.0,0,0,0,0,1,0,1,0,0,0.0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0.0,0,1.0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0.0,0,1,0
684,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,1,1,1,0,1,0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0,0,0
685,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0.0,0,0,0,0,1,0,1,1,0,0.0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0.0,1,0.0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0,1,0
686,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0.0,0,0,0,1,0,0,1,0,0,0.0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0.0,0,0.0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0.0,0,1,0
